,id,title,release_date,tagline,overview,keywords,genres,runtime,budget,revenue,return,return_type,popularity,vote_average,vote_count,production_countries,original_language,spoken_languages,production_companies,Action,Adventure,Fantasy,Science Fiction,Crime,Drama,Thriller,Animation,Family,Western,Comedy,Romance,Horror,Mystery,History,War,Music,Documentary,Foreign,TV Movie
2178,2178,Into the Wild,2007-09-11,Into the heart. Into the soul.,"The true story of top student and athlete, Christopher McCandless, who after graduating from Emory University in 1992, abandoned his possessions, gave his entire $24,000 savings account to charity and hitchhiked to Alaska to live in the wilderness.","['male nudity', 'parents kids relationship', 'camping', 'cutting the cord', 'self-discovery', 'wilderness', 'biography', 'based on true story', 'pubic hair', 'alaska', 'journey']","['Adventure', 'Drama']",148.0,15.0,56.255,3.7503333333333333,success,43.644978,7.8,3045,['United States of America'],en,"['Dansk', 'English']","['Paramount Vantage', 'River Road Entertainment', 'Art Linson Productions', 'Into the Wild']",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2179,2179,School for Scoundrels,2006-09-29,Life's A Game. Learn How To Play.,"A young guy short on luck, enrolls in a class to build confidence to help win over the girl of his dreams, which becomes complicated when his teacher has the same agenda.","['date', 'competition', 'lovesickness', 'mentor', 'traffic policeman']","['Comedy', 'Drama', 'Romance']",100.0,20.0,17.808,0.8904,failure,8.244324,5.6,111,['United States of America'],en,['English'],['Dimension Films'],0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2180,2180,Silent Hill: Revelation 3D,2012-10-10,This Halloween prepare for a 3D ride through hell.,"Heather Mason and her father have been on the run, always one step ahead of dangerous forces that she doesn't fully understand, Now on the eve of her 18th birthday, plagued by horrific nightmares and the disappearance of her father, Heather discovers she's not who she thinks she is. The revelation leads her deeper into a demonic world that threatens to trap her forever.","['female protagonist', 'another dimension', 'based on video game', 'mall', 'occult ritual', 'dark carnival', 'occult torture', 'aftercreditsstinger', '3d']","['Thriller', 'Horror', 'Mystery']",94.0,20.0,52.303,2.61515,success,23.292761,5.0,432,"['France', 'Canada']",en,['English'],"['Davis-Films', 'Konami Corporation Ltd.']",0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
2181,2181,From Dusk Till Dawn,1996-01-19,One night is all that stands between them and freedom. But it's going to be a hell of a night.,"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.","['dancing', 'brother brother relationship', 'sexual obsession', 'showdown', 'sheriff', 'eroticism', 'nudity', 'bank robber', 'vampire', 'holy water', 'siege', 'stripper', 'priest', 'explosion', 'extreme violence', 'bank robbery', 'preacher', 'hostage situation', 'crucifix', 'recreational vehicle', 'blood spurting', 'convenience store', 'female vampire', 'mexican american border', 'nightclub entertainer', 'boa constrictor']","['Horror', 'Action', 'Thriller', 'Crime']",108.0,19.0,25.837,1.359842105263158,success,64.181668,6.9,1603,['United States of America'],en,"['English', 'Español']","['A Band Apart', 'Dimension Films', 'Los Hooligans Productions', 'Miramax']",1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2184,2184,Kung Fu Hustle,2004-02-10,So many gangsters...so little time.,"Set in Canton, China in the 1940s, the story revolves in a town ruled by the Axe Gang, Sing who desperately wants to become a member. He stumbles into a slum ruled by eccentric landlords who turns out to be the greatest kung-fu masters in disguise. Sing's actions eventually cause the Axe Gang and the slumlords to engage in an explosive kung-fu battle. Only one side will win and only one hero will emerge as the greatest kung-fu master of all.","['kung fu', 'magic', 'mafia', 'defense', 'gangster', 'policeman', 'anarchic comedy']","['Action', 'Comedy', 'Crime', 'Fantasy']",99.0,20.0,100.914,5.0457,success,13.658985000000001,7.2,831,"['China', 'Hong Kong']",cn,['广州话 / 廣州話'],['Columbia Pictures'],1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2186,2186,The Kite Runner,2007-10-14,There is a way to be good again.,"After spending years in California, Amir returns to his homeland in Afghanistan to help his old friend Hassan, whose son is in trouble.","['1970s', 'afghanistan', 'hang gliding', 'war in afghanistan', 'taliban', 'cowardice', 'best friend', 'cowardliness', 'child']",['Drama'],128.0,20.0,73.276,3.6637999999999997,success,10.446722,7.3,394,"['China', 'United States of America']",en,"['English', 'Português', 'پښتو', 'Pусский', 'اردو']","['DreamWorks SKG', 'MacDonald/Parkes Productions', 'Sidney Kimmel Entertainment', 'Neal Street Productions', 'China Film Co-Production Corporation', 'Wonderland Films', 'Participant Media', 'Ebeling Group', 'Beijing Happy Pictures Cultural Communications Co.', 'Kite Runner Holdings']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2187,2187,21 Grams,2003-09-06,How much does life weigh?,"This is the story of three gentle persons: Paul Rivers an ailing mathematician lovelessly married to an English émigré, Christina Peck, an upper-middle-class suburban housewife, happily married and mother of two little girls, and Jack Jordan, an ex-convict who has found in his Christian faith the strength to raise a family. They will be brought together by a terrible accident that will change their lives. By the final frame, none of them will be the same as they will learn harsh truths about love, faith, courage, desire and guilt, and how chance can change our worlds irretrievably, forever.","['life and death', 'transplantation', 'suicide attempt', 'desperation', 'loss of family', 'ex-detainee', 'sadness', 'rage and hate', 'car crash']","['Drama', 'Crime', 'Thriller']",124.0,20.0,60.428,3.0214,success,32.243357,7.2,918,['United States of America'],en,['English'],"['This Is That Productions', 'Y Productions', 'Mediana Productions Filmgesellschaft']",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2188,2188,Paparazzi,2004-09-03,One good shot deserves another.,A rising Hollywood actor decides to take personal revenge against a group of four persistent photographers to make them pay for almost causing a personal tragedy involving his wife and son.,['independent film'],"['Action', 'Drama', 'Thriller']",84.0,20.0,16.606,0.8303,failure,9.149089,5.8,52,['United States of America'],en,"['English', 'Español']","['Icon Productions', 'Twentieth Century Fox Film Corporation', 'Icon Entertainment International']",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2189,2189,A Guy Thing,2003-01-17,Boy meets girl. Boy meets girl's cousin.,"Paul Morse is a good guy. When his friends throw him a wild bachelor party, he just wants to keep his conscience clean -- which is why he's shocked when he wakes up in bed with a beautiful girl named Becky and can't remember the night before. Desperate to keep his fiancée, Karen, from finding out what may or may not be the truth, he tells her a teensy lie. Soon his lies are spiraling out of control and his life is a series of comical misunderstandings.","['infidelity', 'bachelor', 'blackmail', 'fantasy', 'truth', 'party', 'liar', 'friends', 'misunderstanding', 'wedding', 'fiancée']","['Comedy', 'Romance']",101.0,20.0,17.432,0.8715999999999999,failure,5.596835,5.3,83,['United States of America'],en,['English'],"['Metro-Goldwyn-Mayer (MGM)', 'David Ladd Films']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2191,2191,Capitalism: A Love Story,2009-09-06,"Ask not what your C.E.O. can do for you, but what you can do for your C.E.O.","Michael Moore's Capitalism: A Love Story comes home to the issue he's been examining throughout his career: the disastrous impact of corporate dominance on the everyday lives of Americans (and by default, the rest of the world).","['usa', 'capitalism', 'capitalist', 'wall street', 'criticism and blame', 'banking', 'money', 'economics', 'corporation']",['Documentary'],120.0,20.0,17.437,0.87185,failure,10.50098,7.0,167,['United States of America'],en,"['English', 'Polski']","['The Weinstein Company', 'Paramount Vantage']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2192,2192,The Greatest Story Ever Told,1965-02-15,,All-star epic retelling of Christ's life.,"['jesus christ', 'biography', 'epic']","['Drama', 'History']",199.0,20.0,15.473,0.7736500000000001,failure,3.011205,6.5,41,['United States of America'],en,['English'],['George Stevens Productions'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2193,2193,Secret in Their Eyes,2015-10-14,The truth lies in the most unexpected places.,"A tight-knit team of FBI investigators, along with their District Attorney supervisor, is suddenly torn apart when they discover that one of their own teenage daughters has been brutally murdered.","['fbi', 'missing child']","['Crime', 'Drama', 'Mystery']",111.0,19.5,34.855,1.7874358974358973,success,15.012236999999999,6.2,336,"['Spain', 'United Kingdom', 'United States of America']",en,['English'],"['Ingenious Media', 'Gran Via Productions', 'IM Global', 'STX Entertainment', 'Route One Entertainment', 'Union Investment Partners', 'SITE Productions', ""Willie's Movies""]",0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2194,2194,Disaster Movie,2008-08-29,Your favorite movies are going to be destroyed.,"In DISASTER MOVIE, the filmmaking team behind the hits ""Scary Movie,"" ""Date Movie,"" ""Epic Movie"" and ""Meet The Spartans"" this time puts its unique, inimitable stamp on one of the biggest and most bloated movie genres of all time -- the disaster film.","['natural disaster', 'violence', 'mortal danger', 'duringcreditsstinger']","['Action', 'Comedy']",87.0,25.0,14.109,0.56436,failure,16.238961,3.0,240,['United States of America'],en,['English'],"['Grosvenor Park Media Ltd.', 'LionsGate', '3 in the Box']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2195,2195,Armored,2009-12-04,Who will be the last man standing?,"A crew of officers at an armored transport security firm risk their lives when they embark on the ultimate heist against their own company. Armed with a seemingly fool-proof plan, the men plan on making off with a fortune with harm to none. But when an unexpected witness interferes, the plan quickly unravels and all bets are off.","['robbery', 'homeless person', 'bank', 'armored car', 'truck', 'heist']","['Action', 'Crime', 'Drama', 'Thriller']",88.0,20.0,22.942,1.1471,success,15.21229,5.5,208,['United States of America'],en,"['English', 'Deutsch']","['Screen Gems', 'Stars Road Entertainment', 'Farah Films & Management', 'Buckaroo Entertainment']",1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2196,2196,The Man Who Knew Too Little,1997-11-14,"He’s on a mission so secret, even he doesn’t know about it.","An American gets a ticket for an audience participation game in London, then gets involved in a case of mistaken identity. As an international plot unravels around him, he thinks it's all part of the act.","['london england', 'bomb', 'brother brother relationship', 'helicopter', 'based on novel', 'bank', 'tv show', 'theatre milieu', 'mistaken identity', 'escape', 'agent']","['Comedy', 'Thriller', 'Crime', 'Action']",97.0,20.0,13.802,0.6900999999999999,failure,6.397042,6.5,125,['United States of America'],en,['English'],"['Regency Enterprises', 'Taurus Films', 'Polar Productions', 'Warner Bros.']",1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2197,2197,What's Your Number?,2011-09-30,Ally's looking for the best ex of her life.,"Ally Darling (Anna Faris) is realizing she's a little lost in life. Her latest romance has just fizzled out, and she's just been fired from her marketing job. Then she reads an eye-opening magazine article that warns that 96 percent of women who've been with 20 or more lovers are unlikely to find a husband. Determined to turn her life around and prove the article wrong, Ally embarks on a mission to find the perfect mate from among her numerous ex-boyfriends.","['based on novel', 'loser', 'magazine', 'womanizer', 'mission', 'search', 'boyfriend', 'husband', 'fired', 'past relationship']","['Comedy', 'Romance']",106.0,20.0,30.426,1.5212999999999999,success,19.220789,6.2,671,['United States of America'],en,['English'],"['Regency Enterprises', 'Contrafilm', 'New Regency Pictures']",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2198,2198,Lockout,2012-04-12,Take no prisoners.,"Set in the near future, Lockout follows a falsely convicted ex-government agent , whose one chance at obtaining freedom lies in the dangerous mission of rescuing the President's daughter from rioting convicts at an outer space maximum security prison.","['usa president', 'anti hero', 'dementia', 'future', 'space', 'convict', 'interrogation', 'space station', 'collision in space', 'year 2079']","['Action', 'Thriller', 'Science Fiction']",95.0,20.0,32.204,1.6102,success,35.232278,5.8,715,['France'],en,['English'],"['Canal+', 'EuropaCorp', 'Ciné+']",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2200,2200,Crank: High Voltage,2009-04-16,"Stay Charged, Stay Alive!",Chelios faces a Chinese mobster who has stolen his nearly indestructible heart and replaced it with a battery-powered ticker that requires regular jolts of electricity to keep working.,"['female nudity', 'prostitute', 'horse race', 'heart', 'strip club', 'electric shock', 'godzilla', 'sequel', 'tourette syndrome', 'gang', 'shootout', 'public sex', 'cigarette smoking', 'mansion', 'electrocution', 'foot chase', 'surgery', 'taser', 'duringcreditsstinger', 'flashback', 'absurdism', 'ultraviolence']","['Action', 'Thriller', 'Crime']",96.0,20.0,34.561,1.72805,success,35.542809000000005,5.9,861,['United States of America'],en,['English'],"['Lakeshore Entertainment', 'Lionsgate', 'Radical Media']",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2202,2202,One Night with the King,2006-10-13,Feel The Touch Of Destiny,"This amazing biblical drama chronicles the brave and historic legend of Hadassah, a Jewish orphan with exceptional beauty who rises to become Queen Esther of Persia and saves Persian Jews from genocide. By revealing her heritage to the king, Esther thwarts the evil prime minister's plan to annihilate all Jews in the Persian Empire. The annual festival of Purim is inspired by her heroism.","['based on novel', 'persia', 'queen', 'esther']",['Drama'],123.0,20.0,13.391,0.66955,failure,3.476925,6.1,12,['United States of America'],en,['English'],['Gener8Xion Entertainment'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2203,2203,The Quiet American,2002-11-22,,"A stylish political thriller where love and war collide in Southeast Asia. Set in early 1950s Vietnam, a young American becomes entangled in a dangerous love triangle when he falls for the beautiful mistress of a British journalist. As war is waged around them, these three only sink deeper into a world of drugs, passion, and betrayal where nothing is as it seems.","['terror', 'journalist', 'lover (female)', 'saigon', 'indochina']","['Drama', 'Action', 'Thriller', 'Romance']",101.0,30.0,27.674,0.9224666666666667,failure,5.133744,6.4,81,['United States of America'],en,"['English', 'Français', 'Tiếng Việt']","['Miramax Films', 'Intermedia Films', 'Mirage Enterprises']",1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2204,2204,The Weather Man,2005-10-20,Dave Spritz is about to take his best shot . . . at life,"A Chicago weather man, separated from his wife and children, debates whether professional and personal success are mutually exclusive.","['new york', 'chicago', 'midlife crisis', 'television', 'daughter', 'father', 'weatherman', 'terminal illness', 'wettermann']","['Comedy', 'Drama']",101.0,20.0,12.483,0.62415,failure,14.031376999999999,6.0,289,"['Germany', 'United States of America']",en,"['Český', 'English']","['Paramount Pictures', 'Escape Artists', 'Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 2 KG']",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2205,2205,Undisputed,2002-08-23,Two Enemies ... The Mob ... The Ultimate Showdown.,"Monroe Hutchens is the heavyweight champion of Sweetwater, a maximum security prison. He was convicted to a life sentence due to a passionate crime. Iceman Chambers is the heavyweight champion, who lost his title due to a rape conviction to ten years in Sweetwater. WHen these two giants collide in the same prison, they fight against each other disputing who is the real champion.",['sport'],"['Action', 'Adventure', 'Drama', 'Thriller']",96.0,20.0,12.399,0.61995,failure,17.227376,6.1,139,['United States of America'],en,['English'],"['Miramax Films', 'Amen Ra Films']",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2207,2207,12 Rounds,2009-03-19,Survive all 12,"When New Orleans cop Danny Fisher prevents a brilliant thief from successfully carrying out his latest heist, the thief's girlfriend is accidentally killed. Hungry for revenge, the criminal mastermind breaks out of prison and kidnaps Danny's fiancee. To save her, Danny must successfully navigate his way through an elaborate series of tasks and puzzles, or else watch the love of his life die.","['police', 'cops', 'cat and mouse', 'family', 'revenge drama']","['Action', 'Adventure', 'Drama', 'Thriller']",108.0,20.0,17.28,0.8640000000000001,failure,15.66135,5.7,220,['United States of America'],en,"['Český', 'English']","['The Mark Gordon Company', 'Fox Atomic', '20th Century Fox Home Entertainment', 'WWE Studios', 'Midnight Sun Pictures']",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2208,2208,Let Me In,2010-10-01,Innocence dies. Abby doesn't.,A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.  A remake of the movie “Let The Right One In” which was an adaptation of a book.,"['vampire', 'child vampire', 'remake', 'bully', 'young boy', 'biting', 'dead boy', 'hammer horror', '1980s']","['Drama', 'Horror', 'Mystery']",116.0,20.0,24.146,1.2073,success,19.705311,6.7,641,"['United Kingdom', 'United States of America']",en,['English'],"['Hammer Film Productions', 'EFTI', 'Exclusive Media Group', 'Overture Films']",0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2212,2212,Triple 9,2016-02-19,The Code on the Street is Never Black & White,A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.,"['heist', 'betrayal', 'dirty cop']","['Action', 'Thriller']",115.0,20.0,12.639,0.63195,failure,29.371987,5.6,797,['United States of America'],en,['English'],"['Worldview Entertainment', 'Anonymous Content', 'MadRiver Pictures', 'Sierra Pictures', 'Surefire Capital']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2213,2213,Deconstructing Harry,1997-08-26,Harry Block has written a best seller... bout his best friends... he revealed their deepest secrets... and they're not pleased... now Harry Block is going to Hell...,"This film tells the story of a successful writer called Harry Block, played by Allen himself, who draws inspiration from people he knows in real-life, and from events that happened to him, sometimes causing these people to become alienated from him as a result.","['new york', ""writer's block"", 'insanity', 'independent film', 'author']","['Comedy', 'Drama']",96.0,20.0,10.687,0.53435,failure,11.352692999999999,7.3,187,['United States of America'],en,['English'],['Fine Line Features'],0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2215,2215,Burnt,2015-10-02,Never underestimate a man with everything to lose.,"Adam Jones is a Chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London, determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars.","['london england', 'cook', 'restaurant', 'diva', 'career', 'kitchen', 'redemption', 'drug', 'drug addict', 'chef', 'come back']",['Drama'],100.0,20.0,36.607,1.83035,success,30.477114,6.3,950,['United States of America'],en,"['Français', 'English']","['Double Feature Films', 'PeaPie Films', '3 Arts Entertainment']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2218,2218,Death Sentence,2007-08-31,Protect what's yours.,"Nick Hume is a mild-mannered executive with a perfect life, until one gruesome night he witnesses something that changes him forever. Transformed by grief, Hume eventually comes to the disturbing conclusion that no length is too great when protecting his family.","['loss of son', 'repayment', 'revenge', 'murder', 'gang', 'police officer killed', 'hospital', 'extreme violence', 'justice', 'hoodlum', 'semiautomatic pistol', 'finger gun']","['Action', 'Crime', 'Drama', 'Thriller']",105.0,20.0,16.974,0.8487,failure,12.643703,6.5,297,['United States of America'],en,['English'],"['Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Baldwin Entertainment Group', 'Hyde Park Entertainment', 'Brass Hat Films']",1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2222,2222,Code Name: The Cleaner,2007-01-05,,"Cedric the Entertainer plays Jake, a seemingly regular guy who has no idea who he is after being hit over the head by mysterious assailants. When he finds himself entangled in a government conspiracy, Jake and his pursuers become convinced that he is an undercover agent.",[],"['Action', 'Comedy', 'Crime']",84.0,20.0,10.337,0.51685,failure,9.361460000000001,4.7,78,['United States of America'],en,['English'],['New Line Cinema'],1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2223,2223,Connie and Carla,2004-04-16,"When you follow your dream, there's no telling what you'll become.","After accidentally witnessing a mafia hit in the Windy City, gal pals Connie and Carla skip town for L.A., where they go way undercover as singers working the city's dinner theater circuit ... as drag queens. Now, it's not enough that they become big hits on the scene; things get extra-weird when Connie meets Jeff -- a guy she'd like to be a woman with","['gay', 'drag queen', 'mistaken identity']",['Comedy'],98.0,20.0,11.341,0.5670499999999999,failure,6.102663,6.4,24,['United States of America'],en,['English'],['Universal Pictures'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2224,2224,Sweet Charity,1969-01-01,Love is what it's all about!,"Taxi dancer Charity continues to have Faith in the human race despite apparently endless disappointments at its hands, and Hope that she will finally meet the nice young man to romance her away from her sleazy life. Maybe, just maybe, handsome Oscar will be the one to do it.","['broken engagement', 'charity', 'celebrity', 'tragic love', 'dancehall girl', 'based on stage musical', 'based on film']","['Comedy', 'Drama', 'Music', 'Romance']",149.0,8.0,20.0,2.5,success,0.7091430000000001,6.5,15,['United States of America'],en,['English'],['Universal Pictures'],0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
2225,2225,Inherent Vice,2014-12-25,"Under the paving stones, the beach!","In Los Angeles at the turn of the 1970s, drug-fueled detective Larry ""Doc"" Sportello investigates the disappearance of an ex-girlfriend.","['based on novel', '1970s', 'private investigator', 'smoking marijuana', 'los angeles', '1960s']","['Comedy', 'Romance', 'Crime', 'Drama', 'Mystery']",148.0,20.0,11.111,0.55555,failure,45.742217,6.5,833,['United States of America'],en,['English'],"['Ghoulardi Film Company', 'Warner Bros.', 'IAC Films']",0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
2227,2227,Battle of the Year,2013-09-21,The World is watching,"A down-on-his-luck coach is hired to prepare a team of the best American dancers for an international tournament that attracts all the best crews from around the world, but the Americans haven't won in fifteen years.","['musical', '3d']","['Music', 'Drama']",110.0,20.0,16.549,0.82745,failure,8.237336,5.9,88,['United States of America'],en,['English'],['Screen Gems'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2228,2228,An American Carol,2008-10-03,Laugh like you're country depends on it.,"In An American Carol a cynical, Anti-American Hollywood filmmaker sets out on a crusade to abolish the 4th of July holiday. He is visited by three spirits who take him on a hilarious journey in an attempt to show him the true meaning of America.","['terrorist', 'parody', 'documentary filmmaker', 'sattire']","['Comedy', 'Fantasy']",83.0,20.0,7.0,0.35,failure,2.6053740000000003,4.1,20,['United States of America'],en,['English'],['Mpower Pictures'],0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2229,2229,Machete Kills,2013-09-12,Trained to kill. Left for dead. Back for more.,Ex-Federale agent Machete is recruited by the President of the United States for a mission which would be impossible for any mortal man – he must take down a madman revolutionary and an eccentric billionaire arms dealer who has hatched a plan to spread war and anarchy across the planet.,"['mexico', 'white house', 'nuclear missile', 'machete', 'outer space']","['Action', 'Crime', 'Thriller']",107.0,12.0,15.008,1.2506666666666666,success,29.072964000000002,5.3,631,['United States of America'],en,"['English', 'Español']","['Open Road Films', 'Overnight Films', 'AR Films', 'Aldamisa Entertainment', 'Demarest Films', '1821 Pictures', 'Quick Draw Productions']",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2233,2233,Little Boy,2015-04-23,Believe the impossible.,An eight-year-old boy is willing to do whatever it takes to end World War II so he can bring his father home. The story reveals the indescribable love a father has for his little boy and the love a son has for his father.,"['japanese', 'world war ii', 'spirituality']","['Comedy', 'Drama', 'War']",106.0,20.0,6.42,0.321,failure,12.232047999999999,7.0,185,"['Mexico', 'United States of America']",en,['English'],"['Metanoia Films', 'Santa Fé Films']",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2234,2234,A Dangerous Method,2011-09-30,Why deny what you desire the most.,"Seduced by the challenge of an impossible case, the driven Dr. Carl Jung takes the unbalanced yet beautiful Sabina Spielrein as his patient. Jung’s weapon is the method of his master, the renowned Sigmund Freud. Both men fall under Sabina’s spell.","['based on novel', 'psychoanalysis', 'sigmund freud', 'biography', 'spanking', 'based on play', 'cigar smoking', 'cheating husband', 'based on true events']","['Drama', 'Thriller']",99.0,15.0,27.462,1.8308,success,27.133277000000003,6.2,571,"['Switzerland', 'United Kingdom', 'Germany', 'Canada']",en,['English'],"['Recorded Pictures Company', 'The Movie Network', 'Millbrook Pictures', 'Prospero Pictures', 'Lago Film', 'Dangerous Method Film AG']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2235,2235,A Scanner Darkly,2006-05-25,Everything Is Not Going To Be OK,An undercover cop in a not-too-distant future becomes involved with a dangerous new drug and begins to lose his own identity as a result.,"['california', 'detective', 'based on novel', 'dream', 'undercover', 'cocaine', 'brain', 'exam', 'future', 'test', 'dystopia', 'assignment', 'cyberpunk', 'drug', 'surveillance', 'totalitarian', 'corporation', 'substance', 'schizophrenic', 'condition', 'neo-noir']","['Animation', 'Science Fiction', 'Thriller']",100.0,8.7,7.66,0.8804597701149426,failure,26.093042999999998,6.8,532,['United States of America'],en,['English'],"['Thousand Words', 'Warner Independent Pictures (WIP)', 'Detour Filmproduction', 'Section Eight Productions']",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2237,2237,Alone in the Dark,2005-01-28,Can mankind defeat the army of darkness unleashed by an ancient evil cult?,"Edward Carnby is a private investigator specializing in unexplainable supernatural phenomena. His cases delve into the dark corners of the world, searching for truth in the occult remnants of ancient civilizations. Now, the greatest mystery of his past is about to become the most dangerous case he has ever faced.","['detective', 'monster', 'professor', 'island', 'museum', 'darkness', 'alien life-form', 'paranormal', 'artifact', 'slow motion scene', 'flashback sequence', 'zombie', 'based on video game', 'occultism']","['Action', 'Fantasy', 'Horror', 'Thriller']",96.0,20.0,10.443,0.52215,failure,9.292987,3.1,173,"['Canada', 'Germany', 'United States of America']",en,"['English', 'Português']","['Boll Kino Beteiligungs GmbH & Co. KG', 'Brightlight Pictures', 'Herold Productions', 'Lionsgate', 'Infogrames Entertainment']",1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2238,2238,Bandslam,2009-08-06,Band Together,A high school social outcast and the popular girl bond through a shared love of music.,"['new jersey', 'musical', 'battle of the bands', 'teenager', 'rock band']","['Comedy', 'Drama', 'Family', 'Music']",111.0,20.0,5.211,0.26055,failure,7.716606,5.4,126,['United States of America'],en,['English'],"['Summit Entertainment', 'Goldsmith-Thomas Productions', 'Walden Media']",0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
2240,2240,A Most Violent Year,2014-12-30,The result is never in question. Just the path you take to get there.,"A thriller set in New York City during the winter of 1981, statistically one of the most violent years in the city's history, and centered on a the lives of an immigrant and his family trying to expand their business and capitalize on opportunities as the rampant violence, decay, and corruption of the day drag them in and threaten to destroy all they have built.","['corruption', 'capitalism', 'winter', 'american dream', 'immigrant', 'business ethics', 'truck', 'oil', 'lawyer', 'new york city', 'loan shark', 'coat', 'tunnel', '1980s', 'husband wife relationship', 'truck hijacking', 'bank loan']","['Crime', 'Drama', 'Thriller']",125.0,20.0,12.007,0.6003499999999999,failure,37.629309,6.5,546,"['United Arab Emirates', 'United States of America']",en,"['Español', 'English']","['Participant Media', 'Imagenation Abu Dhabi FZ', 'FilmNation Entertainment', 'Before the Door Pictures', 'Washington Square Films', 'A24', 'Old Bull Pictures']",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2243,2243,I'm Not There.,2007-10-01,All I Can Do Is Be Me Whoever That Is,"Six actors portray six personas of music legend Bob Dylan in scenes depicting various stages of his life, chronicling his rise from unknown folksinger to international icon and revealing how Dylan constantly reinvented himself.","['rock and roll', 'music style', 'success', 'john f. kennedy', 'advancement', 'bob dylan', 'rock', 'biography', 'music', 'beatnik', 'motor-bike accident']","['Drama', 'Music']",135.0,20.0,4.001,0.20005,failure,13.032308,6.6,195,['United States of America'],en,['English'],"['Endgame Entertainment', 'Rising Star', 'Killer Films', 'John Wells Productions', 'Dreamachine', 'Film & Entertainment VIP Medienfonds 4 GmbH & Co. KG (I)', 'Grey Water Park Productions', 'John Goldwyn Productions', 'Wells Productions']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
